L I	L III	L II(Calc.)
-0.0253296	0.0100708	-0.0152588
-0.0445557	-0.0439453	-0.088501
-0.0543213	-0.0830078	-0.137329
-0.0549316	-0.107727	-0.162659
-0.0479126	-0.120239	-0.168152
-0.0357056	-0.123291	-0.158997
-0.0210571	-0.120239	-0.141296
-0.00701904	-0.112915	-0.119934
0.00488281	-0.104065	-0.0991821
0.0140381	-0.0961304	-0.0820923
0.0195313	-0.0897217	-0.0701904
0.0204468	-0.0845337	-0.0640869
0.0183105	-0.0814819	-0.0631714
0.0146484	-0.0811768	-0.0665283
0.010376	-0.0823975	-0.0720215
0.00732422	-0.0842285	-0.0769043
0.00549316	-0.0857544	-0.0802612
0.00579834	-0.0878906	-0.0820923
0.00701904	-0.0900269	-0.0830078
0.00701904	-0.0912476	-0.0842285
0.00610352	-0.0906372	-0.0845337
0.00549316	-0.0891113	-0.0836182
0.00610352	-0.0878906	-0.0817871
0.00732422	-0.0869751	-0.0796509
0.00793457	-0.0854492	-0.0775146
0.00793457	-0.0839233	-0.0759888
0.00793457	-0.083313	-0.0753784
0.00823975	-0.0836182	-0.0753784
0.00915527	-0.0839233	-0.0747681
0.0106812	-0.0839233	-0.0732422
0.0131226	-0.0836182	-0.0704956
0.0161743	-0.0842285	-0.0680542
0.0198364	-0.0848389	-0.0650024
0.0231934	-0.0857544	-0.062561
0.0262451	-0.0866699	-0.0604248
0.0283813	-0.0872803	-0.0588989
0.0289917	-0.0875854	-0.0585938
0.0283813	-0.0872803	-0.0588989
0.027771	-0.0863647	-0.0585938
0.027771	-0.0845337	-0.0567627
0.0274658	-0.0817871	-0.0543213
0.0271606	-0.0793457	-0.0521851
0.0271606	-0.0769043	-0.0497437
0.0283813	-0.0747681	-0.0463867
0.0302124	-0.0732422	-0.0430298
0.0323486	-0.0720215	-0.0396729
0.0341797	-0.0708008	-0.0366211
0.0360107	-0.0689697	-0.032959
0.0372314	-0.0674438	-0.0302124
0.0378418	-0.0665283	-0.0286865
0.0384521	-0.0668335	-0.0283813
0.038147	-0.067749	-0.0296021
0.0363159	-0.0686646	-0.0323486
0.0341797	-0.0695801	-0.0354004
0.032959	-0.0704956	-0.0375366
0.032959	-0.0714111	-0.0384521
0.0332642	-0.0720215	-0.0387573
0.0332642	-0.072937	-0.0396729
0.0326538	-0.0732422	-0.0405884
0.032959	-0.0735474	-0.0405884
0.0341797	-0.0732422	-0.0390625
0.0350952	-0.0723267	-0.0372314
0.0354004	-0.071106	-0.0357056
0.03479	-0.0692749	-0.0344849
0.0350952	-0.0668335	-0.0317383
0.0360107	-0.0646973	-0.0286865
0.0375366	-0.0634766	-0.0259399
0.0396729	-0.0634766	-0.0238037
0.0415039	-0.0640869	-0.022583
0.043335	-0.0650024	-0.0216675
0.045166	-0.065918	-0.020752
0.0463867	-0.0671387	-0.020752
0.0473022	-0.0680542	-0.020752
0.0482178	-0.0692749	-0.0210571
0.0494385	-0.0695801	-0.0201416
0.0509644	-0.0692749	-0.0183105
0.0521851	-0.0683594	-0.0161743
0.0537109	-0.0668335	-0.0131226
0.0543213	-0.0640869	-0.00976563
0.0549316	-0.06073	-0.00579834
0.0552368	-0.057373	-0.00213623
0.0564575	-0.0546265	0.00183105
0.0588989	-0.0534058	0.00549316
0.0631714	-0.0540161	0.00915527
0.0674438	-0.0561523	0.0112915
0.071106	-0.0592041	0.0119019
0.0741577	-0.0634766	0.0106812
0.078125	-0.0689697	0.00915527
0.0820923	-0.0747681	0.00732422
0.0857544	-0.0799561	0.00579834
0.0888062	-0.0842285	0.00457764
0.0909424	-0.0881958	0.00274658
0.0930786	-0.0915527	0.00152588
0.0952148	-0.0942993	0.000915527
0.0967407	-0.0952148	0.00152588
0.0976563	-0.0949097	0.00274658
0.0985718	-0.0939941	0.00457764
0.098877	-0.0924683	0.00640869
0.0985718	-0.0912476	0.00732422
0.0985718	-0.0912476	0.00732422
0.0991821	-0.0912476	0.00793457
0.100098	-0.0909424	0.00915527
0.100708	-0.0900269	0.0106812
0.100708	-0.0888062	0.0119019
0.100098	-0.0872803	0.0128174
0.0997925	-0.0857544	0.0140381
0.0994873	-0.0839233	0.015564
0.100708	-0.0820923	0.0186157
0.103455	-0.0808716	0.022583
0.107117	-0.0799561	0.0271606
0.109558	-0.0787354	0.0308228
0.110779	-0.0762939	0.0344849
0.110474	-0.0726318	0.0378418
0.108337	-0.0689697	0.0393677
0.104675	-0.0650024	0.0396729
0.0997925	-0.0604248	0.0393677
0.0939941	-0.0558472	0.038147
0.0869751	-0.0518799	0.0350952
0.0784302	-0.0482178	0.0302124
0.0689697	-0.0442505	0.0247192
0.0595093	-0.0405884	0.0189209
0.0509644	-0.0372314	0.0137329
0.0439453	-0.0341797	0.00976563
0.0384521	-0.0323486	0.00610352
0.0341797	-0.0311279	0.00305176
0.0296021	-0.0292969	0.000305176
0.0250244	-0.0274658	-0.00244141
0.0213623	-0.0265503	-0.00518799
0.017395	-0.0262451	-0.0088501
0.0134277	-0.0271606	-0.0137329
0.00946045	-0.0286865	-0.0192261
0.00549316	-0.0311279	-0.0256348
0.00183105	-0.0344849	-0.0326538
-0.0012207	-0.0387573	-0.039978
-0.00488281	-0.0424194	-0.0473022
-0.00915527	-0.0448608	-0.0540161
-0.0128174	-0.0476074	-0.0604248
-0.0149536	-0.0509644	-0.065918
-0.0161743	-0.0543213	-0.0704956
-0.0167847	-0.0564575	-0.0732422
-0.017395	-0.057373	-0.0747681
-0.0177002	-0.0582886	-0.0759888
-0.017395	-0.0598145	-0.0772095
-0.0161743	-0.0613403	-0.0775146
-0.0149536	-0.062561	-0.0775146
-0.0137329	-0.0631714	-0.0769043
-0.0119019	-0.0637817	-0.0756836
-0.0100708	-0.0643921	-0.0744629
-0.00915527	-0.0646973	-0.0738525
-0.010376	-0.0637817	-0.0741577
-0.012207	-0.0622559	-0.0744629
-0.0134277	-0.0610352	-0.0744629
-0.0143433	-0.0604248	-0.0747681
-0.015564	-0.06073	-0.0762939
-0.0170898	-0.0613403	-0.0784302
-0.0186157	-0.062561	-0.0811768
-0.0195313	-0.0643921	-0.0839233
-0.020752	-0.065918	-0.0866699
-0.022583	-0.067749	-0.090332
-0.0247192	-0.0692749	-0.0939941
-0.0262451	-0.0714111	-0.0976563
-0.0271606	-0.0738525	-0.101013
-0.027771	-0.0759888	-0.10376
-0.0286865	-0.0765991	-0.105286
-0.0299072	-0.0765991	-0.106506
-0.0314331	-0.0762939	-0.107727
-0.0320435	-0.0765991	-0.108643
-0.0320435	-0.0765991	-0.108643
-0.0305176	-0.0765991	-0.107117
-0.0274658	-0.0762939	-0.10376
-0.0241089	-0.0753784	-0.0994873
-0.0213623	-0.0741577	-0.09552
-0.0204468	-0.0735474	-0.0939941
-0.0201416	-0.0726318	-0.0927734
-0.0201416	-0.0720215	-0.0921631
-0.0201416	-0.0717163	-0.0918579
-0.0216675	-0.0708008	-0.0924683
-0.0238037	-0.0686646	-0.0924683
-0.0247192	-0.0674438	-0.0921631
-0.0244141	-0.0674438	-0.0918579
-0.0241089	-0.0686646	-0.0927734
-0.0241089	-0.0704956	-0.0946045
-0.0241089	-0.0717163	-0.0958252
-0.0241089	-0.0723267	-0.0964355
-0.0228882	-0.0735474	-0.0964355
-0.0204468	-0.0762939	-0.0967407
-0.0170898	-0.0805664	-0.0976563
-0.0146484	-0.0848389	-0.0994873
-0.0134277	-0.088501	-0.101929
-0.012207	-0.0912476	-0.103455
-0.0109863	-0.0930786	-0.104065
-0.0100708	-0.0939941	-0.104065
-0.00976563	-0.0949097	-0.104675
-0.0088501	-0.0958252	-0.104675
-0.00823975	-0.0964355	-0.104675
-0.00793457	-0.0964355	-0.10437
-0.00823975	-0.09552	-0.10376
-0.00946045	-0.0939941	-0.103455
-0.0106812	-0.0915527	-0.102234
-0.012207	-0.0891113	-0.101318
-0.0131226	-0.0872803	-0.100403
-0.0134277	-0.0857544	-0.0991821
-0.0131226	-0.0848389	-0.0979614
-0.0131226	-0.083313	-0.0964355
-0.0119019	-0.0820923	-0.0939941
-0.00976563	-0.0814819	-0.0912476
-0.00732422	-0.0814819	-0.0888062
-0.00549316	-0.0817871	-0.0872803
-0.00396729	-0.0820923	-0.0860596
-0.00366211	-0.0817871	-0.0854492
-0.00335693	-0.0814819	-0.0848389
-0.00244141	-0.0814819	-0.0839233
-0.0012207	-0.0814819	-0.0827026
-0.000915527	-0.0808716	-0.0817871
-0.0012207	-0.0796509	-0.0808716
-0.00152588	-0.0787354	-0.0802612
-0.00213623	-0.0775146	-0.0796509
-0.00305176	-0.0756836	-0.0787354
-0.00335693	-0.0738525	-0.0772095
-0.00396729	-0.0720215	-0.0759888
-0.00549316	-0.0704956	-0.0759888
-0.00823975	-0.0689697	-0.0772095
-0.0112915	-0.0671387	-0.0784302
-0.0146484	-0.0656128	-0.0802612
-0.0167847	-0.0650024	-0.0817871
-0.0183105	-0.065918	-0.0842285
-0.0198364	-0.0668335	-0.0866699
-0.0210571	-0.0680542	-0.0891113
-0.0213623	-0.0695801	-0.0909424
-0.020752	-0.0704956	-0.0912476
-0.0195313	-0.0717163	-0.0912476
-0.0170898	-0.0726318	-0.0897217
-0.0134277	-0.0732422	-0.0866699
-0.010376	-0.0732422	-0.0836182
-0.00823975	-0.072937	-0.0811768
-0.00732422	-0.0714111	-0.0787354
-0.00701904	-0.0695801	-0.0765991
-0.00610352	-0.0680542	-0.0741577
-0.00427246	-0.067749	-0.0720215
-0.00305176	-0.067749	-0.0708008
-0.00305176	-0.067749	-0.0708008
-0.00396729	-0.0674438	-0.0714111
-0.00488281	-0.0674438	-0.0723267
-0.00640869	-0.0680542	-0.0744629
-0.00701904	-0.0686646	-0.0756836
-0.00732422	-0.0689697	-0.0762939
-0.00762939	-0.0683594	-0.0759888
-0.00793457	-0.0668335	-0.0747681
-0.0088501	-0.0646973	-0.0735474
-0.010376	-0.0619507	-0.0723267
-0.0119019	-0.0585938	-0.0704956
-0.0131226	-0.0552368	-0.0683594
-0.0134277	-0.0521851	-0.0656128
-0.0128174	-0.0497437	-0.062561
-0.0119019	-0.0479126	-0.0598145
-0.0119019	-0.0469971	-0.0588989
-0.0125122	-0.0466919	-0.0592041
-0.0125122	-0.0473022	-0.0598145
-0.0109863	-0.0491333	-0.0601196
-0.0088501	-0.0512695	-0.0601196
-0.00671387	-0.0537109	-0.0604248
-0.00579834	-0.055542	-0.0613403
-0.00549316	-0.0567627	-0.0622559
-0.00640869	-0.0570679	-0.0634766
-0.00823975	-0.0567627	-0.0650024
-0.010376	-0.0549316	-0.0653076
-0.0112915	-0.0518799	-0.0631714
-0.0115967	-0.0488281	-0.0604248
-0.0112915	-0.0460815	-0.057373
-0.0109863	-0.0445557	-0.055542
-0.00946045	-0.0436401	-0.0531006
-0.00732422	-0.0424194	-0.0497437
-0.00549316	-0.039978	-0.0454712
-0.00335693	-0.0360107	-0.0393677
0	-0.0308228	-0.0308228
0.00396729	-0.0247192	-0.020752
0.00732422	-0.0177002	-0.010376
0.00823975	-0.0088501	-0.000610352
0.00610352	0.00183105	0.00793457
0.00244141	0.0128174	0.0152588
-0.00152588	0.0231934	0.0216675
-0.00457764	0.0320435	0.0274658
-0.00732422	0.0396729	0.0323486
-0.00976563	0.0454712	0.0357056
-0.0115967	0.0509644	0.0393677
-0.0125122	0.0564575	0.0439453
-0.0137329	0.0628662	0.0491333
-0.0149536	0.0698853	0.0549316
-0.0149536	0.0784302	0.0634766
-0.0140381	0.0888062	0.0747681
-0.0125122	0.0997925	0.0872803
-0.0112915	0.111389	0.100098
-0.00976563	0.122375	0.11261
-0.00854492	0.131226	0.122681
-0.00793457	0.137024	0.129089
-0.00762939	0.138855	0.131226
-0.00762939	0.137024	0.129395
-0.00793457	0.131226	0.123291
-0.00762939	0.122375	0.114746
-0.00823975	0.112305	0.104065
-0.00976563	0.100708	0.0909424
-0.0112915	0.0878906	0.0765991
-0.0131226	0.0735474	0.0604248
-0.0149536	0.0592041	0.0442505
-0.0180054	0.0448608	0.0268555
-0.0210571	0.0302124	0.00915527
-0.0231934	0.0152588	-0.00793457
-0.0247192	0.000610352	-0.0241089
-0.0256348	-0.0146484	-0.0402832
-0.0262451	-0.0292969	-0.055542
-0.0265503	-0.0430298	-0.0695801
-0.0268555	-0.0549316	-0.0817871
-0.0271606	-0.0646973	-0.0918579
-0.0274658	-0.0720215	-0.0994873
-0.0265503	-0.0778198	-0.10437
-0.0247192	-0.0814819	-0.106201
-0.0231934	-0.0827026	-0.105896
-0.0222778	-0.0817871	-0.104065
-0.0216675	-0.0796509	-0.101318
-0.0213623	-0.0772095	-0.0985718
-0.0216675	-0.0759888	-0.0976563
-0.0213623	-0.0772095	-0.0985718
-0.0201416	-0.0820923	-0.102234
-0.0183105	-0.0897217	-0.108032
-0.0164795	-0.101013	-0.117493
-0.0140381	-0.115051	-0.129089
-0.0112915	-0.1297	-0.140991
-0.00762939	-0.143127	-0.150757
-0.00213623	-0.153809	-0.155945
0.00549316	-0.159302	-0.153809
0.0143433	-0.155945	-0.141602
0.0241089	-0.141296	-0.117188
0.0350952	-0.114136	-0.0790405
0.0473022	-0.0738525	-0.0265503
0.0598145	-0.0195313	0.0402832
0.0714111	0.0494385	0.12085
0.0811768	0.133667	0.214844
0.0894165	0.231018	0.320435
0.0985718	0.335693	0.434265
0.110168	0.438232	0.548401
0.12146	0.534058	0.655518
0.131226	0.619507	0.750732
0.141296	0.687561	0.828857
0.151672	0.730286	0.881958
0.160217	0.743713	0.903931
0.162964	0.726929	0.889893
0.157166	0.682068	0.839233
0.143433	0.611267	0.7547
0.123596	0.517883	0.641479
0.0982666	0.408936	0.507202
0.067749	0.294495	0.362244
0.0344849	0.183716	0.218201
0.00213623	0.0836182	0.0857544
-0.027771	-0.000915527	-0.0286865
-0.0512695	-0.0674438	-0.118713
-0.0662231	-0.114746	-0.180969
-0.0714111	-0.143738	-0.215149
-0.0686646	-0.15625	-0.224915
-0.0601196	-0.156555	-0.216675
-0.0473022	-0.149231	-0.196533
-0.0326538	-0.137634	-0.170288
-0.0198364	-0.124512	-0.144348
-0.010376	-0.112915	-0.123291
-0.00549316	-0.104065	-0.109558
-0.00335693	-0.100098	-0.103455
-0.00396729	-0.0994873	-0.103455
-0.00701904	-0.101318	-0.108337
-0.0112915	-0.10437	-0.115662
-0.015564	-0.108948	-0.124512
-0.0183105	-0.114441	-0.132751
-0.0189209	-0.120239	-0.13916
-0.0180054	-0.124817	-0.142822
-0.0164795	-0.127563	-0.144043
-0.0143433	-0.128784	-0.143127
-0.0115967	-0.128784	-0.140381
-0.00793457	-0.127869	-0.135803
-0.00457764	-0.126648	-0.131226
-0.00183105	-0.126038	-0.127869
0.000305176	-0.125732	-0.125427
0.00183105	-0.126038	-0.124207
0.00274658	-0.126953	-0.124207
0.00396729	-0.128174	-0.124207
0.00549316	-0.129395	-0.123901
0.00640869	-0.130615	-0.124207
0.00671387	-0.131226	-0.124512
0.00610352	-0.13092	-0.124817
0.00518799	-0.1297	-0.124512
0.00396729	-0.127869	-0.123901
0.00305176	-0.126343	-0.123291
0.00274658	-0.125122	-0.122375
0.00244141	-0.124512	-0.12207
0.00183105	-0.123596	-0.121765
0.00183105	-0.122681	-0.12085
0.0012207	-0.12207	-0.12085
0.000915527	-0.122375	-0.12146
0.000915527	-0.122681	-0.121765
0.0012207	-0.122986	-0.121765
0.00152588	-0.122986	-0.12146
0.000610352	-0.121155	-0.120544
-0.000610352	-0.119019	-0.119629
-0.0012207	-0.116577	-0.117798
-0.0012207	-0.114441	-0.115662
-0.000610352	-0.11322	-0.113831
0.000305176	-0.11322	-0.112915
0.00183105	-0.11322	-0.111389
0.00274658	-0.112915	-0.110168
0.00396729	-0.112915	-0.108948
0.00579834	-0.113831	-0.108032
0.00762939	-0.114746	-0.107117
0.00976563	-0.115356	-0.105591
0.0115967	-0.115051	-0.103455
0.0137329	-0.114441	-0.100708
0.0167847	-0.113525	-0.0967407
0.0189209	-0.112	-0.0930786
0.0195313	-0.109863	-0.090332
0.0189209	-0.107422	-0.088501
0.0186157	-0.10498	-0.0863647
0.0192261	-0.103149	-0.0839233
0.0201416	-0.101013	-0.0808716
0.0204468	-0.0994873	-0.0790405
0.0201416	-0.0979614	-0.0778198
0.0189209	-0.0970459	-0.078125
0.0167847	-0.0964355	-0.0796509
0.0158691	-0.0964355	-0.0805664
0.0164795	-0.0970459	-0.0805664
0.0183105	-0.0979614	-0.0796509
0.020752	-0.098877	-0.078125
0.0238037	-0.0997925	-0.0759888
0.0268555	-0.100098	-0.0732422
0.0292969	-0.100403	-0.071106
0.0308228	-0.100098	-0.0692749
0.0323486	-0.0997925	-0.0674438
0.0338745	-0.0991821	-0.0653076
0.0350952	-0.0979614	-0.0628662
0.0360107	-0.0967407	-0.06073
0.0360107	-0.09552	-0.0595093
0.0363159	-0.09552	-0.0592041
0.0372314	-0.0961304	-0.0588989
0.0390625	-0.0973511	-0.0582886
0.0418091	-0.098877	-0.0570679
0.0460815	-0.100098	-0.0540161
0.0512695	-0.101318	-0.0500488
0.0564575	-0.101929	-0.0454712
0.0619507	-0.103149	-0.0411987
0.0671387	-0.104065	-0.0369263
0.0720215	-0.10498	-0.032959
0.0759888	-0.10498	-0.0289917
0.0796509	-0.10498	-0.0253296
0.0820923	-0.105286	-0.0231934
0.0836182	-0.105896	-0.0222778
0.0848389	-0.107422	-0.022583
0.085144	-0.108948	-0.0238037
0.0836182	-0.110474	-0.0268555
0.0808716	-0.111389	-0.0305176
0.078125	-0.111694	-0.0335693
0.0756836	-0.111389	-0.0357056
0.0738525	-0.110779	-0.0369263
0.0720215	-0.109253	-0.0372314
0.0701904	-0.107727	-0.0375366
0.0695801	-0.106201	-0.0366211
0.0704956	-0.105591	-0.0350952
0.072937	-0.106201	-0.0332642
0.0765991	-0.107422	-0.0308228
0.0808716	-0.108948	-0.0280762
0.085144	-0.111084	-0.0259399
0.0891113	-0.11261	-0.0234985
0.0909424	-0.112915	-0.0219727
0.0912476	-0.111084	-0.0198364
0.0897217	-0.107117	-0.017395
0.0854492	-0.101318	-0.0158691
0.0793457	-0.0942993	-0.0149536
0.0723267	-0.0872803	-0.0149536
0.0643921	-0.0799561	-0.015564
0.0552368	-0.072937	-0.0177002
0.0448608	-0.0665283	-0.0216675
0.0344849	-0.0613403	-0.0268555
0.0250244	-0.057373	-0.0323486
0.0170898	-0.0549316	-0.0378418
0.0100708	-0.0534058	-0.043335
0.00396729	-0.0521851	-0.0482178
-0.00152588	-0.0506592	-0.0521851
-0.00610352	-0.0497437	-0.0558472
-0.00976563	-0.0491333	-0.0588989
-0.0131226	-0.0494385	-0.062561
-0.015564	-0.0500488	-0.0656128
-0.0170898	-0.0509644	-0.0680542
-0.0170898	-0.0521851	-0.0692749
-0.0161743	-0.0549316	-0.071106
-0.0152588	-0.0585938	-0.0738525
-0.0149536	-0.0622559	-0.0772095
-0.0161743	-0.0646973	-0.0808716
-0.0183105	-0.0662231	-0.0845337
-0.0213623	-0.0662231	-0.0875854
-0.0262451	-0.0656128	-0.0918579
-0.0314331	-0.0637817	-0.0952148
-0.0363159	-0.0610352	-0.0973511
-0.0411987	-0.0579834	-0.0991821
-0.0460815	-0.0549316	-0.101013
-0.050354	-0.0531006	-0.103455
-0.0531006	-0.0524902	-0.105591
-0.0540161	-0.0524902	-0.106506
-0.0549316	-0.0524902	-0.107422
-0.0552368	-0.0521851	-0.107422
-0.0546265	-0.0515747	-0.106201
-0.0537109	-0.0518799	-0.105591
-0.0518799	-0.0527954	-0.104675
-0.0488281	-0.0552368	-0.104065
-0.0448608	-0.0585938	-0.103455
-0.0418091	-0.0613403	-0.103149
-0.0396729	-0.0640869	-0.10376
-0.038147	-0.0665283	-0.104675
-0.0354004	-0.0692749	-0.104675
-0.0320435	-0.0717163	-0.10376
-0.0296021	-0.0735474	-0.103149
-0.0286865	-0.0744629	-0.103149
-0.0292969	-0.0744629	-0.10376
-0.0305176	-0.072937	-0.103455
-0.0332642	-0.0708008	-0.104065
-0.0363159	-0.0683594	-0.104675
-0.0390625	-0.0656128	-0.104675
-0.0415039	-0.0637817	-0.105286
-0.043335	-0.062561	-0.105896
-0.0439453	-0.062561	-0.106506
-0.0427246	-0.0631714	-0.105896
-0.0408936	-0.0640869	-0.10498
-0.038147	-0.0650024	-0.103149
-0.0341797	-0.0665283	-0.100708
-0.0299072	-0.0671387	-0.0970459
-0.0259399	-0.0671387	-0.0930786
-0.022583	-0.0665283	-0.0891113
-0.0201416	-0.065918	-0.0860596
-0.0192261	-0.0650024	-0.0842285
-0.0192261	-0.0634766	-0.0827026
-0.0204468	-0.0619507	-0.0823975
-0.0222778	-0.0601196	-0.0823975
-0.0244141	-0.0598145	-0.0842285
-0.0262451	-0.0604248	-0.0866699
-0.0289917	-0.0604248	-0.0894165
-0.0317383	-0.0604248	-0.0921631
-0.0335693	-0.0601196	-0.093689
-0.03479	-0.0598145	-0.0946045
-0.0350952	-0.0601196	-0.0952148
-0.0341797	-0.0610352	-0.0952148
-0.0323486	-0.0622559	-0.0946045
-0.0302124	-0.0628662	-0.0930786
-0.0286865	-0.0628662	-0.0915527
-0.027771	-0.062561	-0.090332
-0.0268555	-0.0619507	-0.0888062
-0.0262451	-0.0613403	-0.0875854
-0.0253296	-0.0601196	-0.0854492
-0.0247192	-0.0592041	-0.0839233
-0.0247192	-0.0579834	-0.0827026
-0.0253296	-0.0561523	-0.0814819
-0.0271606	-0.0537109	-0.0808716
-0.0289917	-0.0512695	-0.0802612
-0.0305176	-0.0488281	-0.0793457
-0.0302124	-0.0473022	-0.0775146
-0.0292969	-0.0476074	-0.0769043
-0.0289917	-0.0488281	-0.0778198
-0.0292969	-0.0497437	-0.0790405
-0.0289917	-0.0500488	-0.0790405
-0.0280762	-0.050354	-0.0784302
-0.0259399	-0.0512695	-0.0772095
-0.0247192	-0.0527954	-0.0775146
-0.0250244	-0.0537109	-0.0787354
-0.0256348	-0.0537109	-0.0793457
-0.0259399	-0.0531006	-0.0790405
-0.0262451	-0.0521851	-0.0784302
-0.0268555	-0.0509644	-0.0778198
-0.0283813	-0.0497437	-0.078125
-0.0296021	-0.0485229	-0.078125
-0.0296021	-0.0482178	-0.0778198
-0.0289917	-0.0479126	-0.0769043
-0.027771	-0.0479126	-0.0756836
-0.0268555	-0.0479126	-0.0747681
-0.0253296	-0.0473022	-0.0726318
-0.0231934	-0.0473022	-0.0704956
-0.020752	-0.0476074	-0.0683594
-0.0180054	-0.0482178	-0.0662231
-0.0164795	-0.0488281	-0.0653076
-0.0158691	-0.0488281	-0.0646973
-0.0167847	-0.0482178	-0.0650024
-0.0192261	-0.0469971	-0.0662231
-0.0219727	-0.0460815	-0.0680542
-0.0238037	-0.0454712	-0.0692749
-0.0253296	-0.045166	-0.0704956
-0.0268555	-0.0439453	-0.0708008
-0.0286865	-0.0421143	-0.0708008
-0.0308228	-0.0408936	-0.0717163
-0.0320435	-0.039978	-0.0720215
-0.0314331	-0.0393677	-0.0708008
-0.0296021	-0.0393677	-0.0689697
-0.0274658	-0.0396729	-0.0671387
-0.0250244	-0.039978	-0.0650024
-0.0238037	-0.0405884	-0.0643921
-0.0238037	-0.0418091	-0.0656128
-0.0247192	-0.0430298	-0.067749
-0.0256348	-0.0448608	-0.0704956
-0.0256348	-0.0466919	-0.0723267
-0.0256348	-0.0488281	-0.0744629
-0.0259399	-0.0506592	-0.0765991
-0.0268555	-0.0521851	-0.0790405
-0.0274658	-0.0531006	-0.0805664
-0.0268555	-0.0540161	-0.0808716
-0.0253296	-0.0546265	-0.0799561
-0.0238037	-0.0549316	-0.0787354
-0.022583	-0.0543213	-0.0769043
-0.0213623	-0.0531006	-0.0744629
-0.0204468	-0.0521851	-0.0726318
-0.0195313	-0.0515747	-0.071106
-0.0189209	-0.0509644	-0.0698853
-0.0189209	-0.0506592	-0.0695801
-0.0195313	-0.0509644	-0.0704956
-0.0204468	-0.0515747	-0.0720215
-0.0210571	-0.0521851	-0.0732422
-0.022583	-0.0531006	-0.0756836
-0.0238037	-0.0531006	-0.0769043
-0.0241089	-0.0521851	-0.0762939
-0.0247192	-0.0488281	-0.0735474
-0.0256348	-0.0430298	-0.0686646
-0.0271606	-0.0357056	-0.0628662
-0.0289917	-0.0268555	-0.0558472
-0.0305176	-0.0164795	-0.0469971
-0.0311279	-0.00518799	-0.0363159
-0.0305176	0.00579834	-0.0247192
-0.0296021	0.015564	-0.0140381
-0.0296021	0.0244141	-0.00518799
-0.0296021	0.0320435	0.00244141
-0.0289917	0.0378418	0.0088501
-0.0268555	0.0408936	0.0140381
-0.0222778	0.0427246	0.0204468
-0.0177002	0.0454712	0.027771
-0.0146484	0.0506592	0.0360107
-0.0134277	0.0588989	0.0454712
-0.0131226	0.0695801	0.0564575
-0.0134277	0.0820923	0.0686646
-0.0149536	0.0961304	0.0811768
-0.0170898	0.111389	0.0942993
-0.0186157	0.125732	0.107117
-0.0204468	0.137939	0.117493
-0.022583	0.146179	0.123596
-0.0244141	0.150146	0.125732
-0.0247192	0.148926	0.124207
-0.0228882	0.142822	0.119934
-0.0195313	0.132751	0.11322
-0.0161743	0.120544	0.10437
-0.0140381	0.107117	0.0930786
-0.0131226	0.0933838	0.0802612
-0.0131226	0.0790405	0.065918
-0.0140381	0.0640869	0.0500488
-0.0164795	0.0491333	0.0326538
-0.0198364	0.03479	0.0149536
-0.0238037	0.0210571	-0.00274658
-0.027771	0.00732422	-0.0204468
-0.0320435	-0.00610352	-0.038147
-0.0363159	-0.0198364	-0.0561523
-0.0387573	-0.0341797	-0.072937
-0.0387573	-0.0485229	-0.0872803
-0.0369263	-0.0613403	-0.0982666
-0.0338745	-0.0720215	-0.105896
